x0,level
149114.57,319.39
149115.57,319.39
149116.57,319.39
149117.57,319.40
149118.57,319.40
149119.57,319.40
149120.57,319.40
149121.57,319.40
149122.57,319.40
149123.57,319.40
149124.57,319.40
149125.57,319.40
149126.57,319.40
149127.57,319.40
149128.57,319.41
149129.57,319.41
149130.57,319.41
149131.57,319.41
149132.57,319.41
149133.57,319.41
149134.57,319.41
149135.57,319.41
149136.57,319.41
149137.57,319.41
149138.57,319.41
149139.57,319.41
149140.57,319.41
149141.57,319.41
149142.57,319.41
149143.57,319.41
149144.57,319.41
149145.57,319.41
149146.57,319.41
149147.57,319.41
149148.57,319.41
149149.57,319.40
149150.57,319.40
149151.57,319.40
149152.57,319.40
149153.57,319.40
149154.57,319.40
149155.57,319.40
149156.57,319.40
149157.57,319.40
149158.57,319.40
149159.57,319.40
149160.57,319.39
149161.57,319.39
149162.57,319.39
149163.57,319.39
149164.57,319.39
149165.57,319.39
149166.57,319.39
149167.57,319.38
149168.57,319.38
149169.57,319.38
149170.57,319.38
149171.57,319.38
149172.57,319.38
149173.57,319.37
149174.57,319.37
149175.57,319.37
149176.57,319.37
149177.57,319.37
149178.57,319.36
149179.57,319.36
149180.57,319.36
149181.57,319.36
149182.57,319.35
149183.57,319.35
149184.57,319.35
149185.57,319.35
149186.57,319.34
149187.57,319.34
149188.57,319.34
149189.57,319.34
149190.57,319.33
149191.57,319.33
149192.57,319.33
149193.57,319.32
149194.57,319.32
149195.57,319.32
149196.57,319.31
149197.57,319.31
149198.57,319.31
149199.57,319.30
149200.57,319.30
149201.57,319.30
149202.57,319.29
149203.57,319.29
149204.57,319.29
149205.57,319.28
149206.57,319.28
149207.57,319.28
149208.57,319.27
149209.57,319.27
149210.57,319.26
149211.57,319.26
149212.57,319.26
149213.57,319.25
149214.57,319.25
149215.57,319.24
149216.57,319.24
149217.57,319.23
149218.57,319.23
149219.57,319.23
149220.57,319.22
149221.57,319.22
149222.57,319.21
149223.57,319.21
149224.57,319.20
149225.57,319.20
149226.57,319.19
149227.57,319.19
149228.57,319.18
149229.57,319.18
149230.57,319.17
149231.57,319.17
149232.57,319.16
149233.57,319.16
149234.57,319.15
149235.57,319.15
149236.43,319.14
149458.70,317.93
149459.70,317.93
149460.70,317.92
149461.70,317.92
149462.70,317.91
149463.70,317.91
149464.70,317.90
149465.70,317.90
149466.70,317.89
149467.70,317.89
149468.70,317.88
149469.70,317.88
149470.70,317.87
149471.70,317.87
149472.70,317.86
149473.70,317.86
149474.70,317.85
149475.70,317.85
149476.70,317.84
149477.70,317.84
149478.70,317.83
149479.70,317.83
149480.70,317.83
149481.70,317.82
149482.70,317.82
149483.70,317.81
149484.70,317.81
149485.70,317.80
149486.70,317.80
149487.70,317.80
149488.70,317.79
149489.70,317.79
149490.70,317.78
149491.70,317.78
149492.70,317.78
149493.70,317.77
149494.70,317.77
149495.70,317.76
149496.70,317.76
149497.70,317.76
149498.70,317.75
149499.70,317.75
149500.70,317.75
149501.70,317.74
149502.70,317.74
149503.70,317.74
149504.70,317.73
149505.70,317.73
149506.70,317.73
149507.70,317.72
149508.70,317.72
149509.70,317.72
149510.70,317.71
149511.70,317.71
149512.70,317.71
149513.70,317.70
149514.70,317.70
149515.70,317.70
149516.70,317.69
149517.70,317.69
149518.70,317.69
149519.70,317.69
149520.70,317.68
149521.70,317.68
149522.70,317.68
149523.70,317.68
149524.70,317.67
149525.70,317.67
149526.70,317.67
149527.70,317.67
149528.70,317.66
149529.70,317.66
149530.70,317.66
149531.70,317.66
149532.70,317.66
149533.70,317.65
149534.70,317.65
149535.70,317.65
149536.70,317.65
149537.70,317.65
149538.70,317.64
149539.70,317.64
149540.70,317.64
149541.70,317.64
149542.70,317.64
149543.70,317.64
149544.70,317.63
149545.70,317.63
149546.70,317.63
149547.70,317.63
149548.70,317.63
149549.70,317.63
149550.70,317.63
149551.70,317.62
149552.70,317.62
149553.70,317.62
149554.70,317.62
149555.70,317.62
149556.70,317.62
149557.70,317.62
149558.70,317.62
149559.70,317.62
149560.70,317.62
149561.70,317.61
149562.70,317.61
149563.70,317.61
149564.70,317.61
149565.70,317.61
149566.70,317.61
149567.70,317.61
149568.70,317.61
149569.70,317.61
149570.70,317.61
149571.70,317.61
149572.70,317.61
149573.70,317.61
149574.70,317.61
149575.70,317.61
149576.70,317.61
149577.70,317.61
149578.70,317.61
149579.70,317.61
149580.70,317.61
149581.70,317.61
149582.70,317.61
149583.70,317.61
149584.70,317.61
149585.70,317.61
149586.70,317.61
149587.70,317.61
149588.70,317.61
149589.70,317.61
149590.70,317.61
149591.70,317.61
149592.70,317.61
149593.70,317.61
149594.70,317.61
149595.70,317.62
149596.70,317.62
149597.70,317.62
149598.70,317.62
149599.70,317.62
149600.70,317.62
149601.70,317.62
149602.70,317.62
149603.70,317.62
149604.70,317.62
149605.70,317.63
149606.70,317.63
149607.70,317.63
149608.70,317.63
149609.70,317.63
149610.70,317.63
149611.70,317.63
149612.70,317.64
149613.70,317.64
149614.70,317.64
149615.70,317.64
149616.70,317.64
149617.70,317.64
149618.70,317.65
149619.70,317.65
149620.70,317.65
149621.70,317.65
149622.70,317.65
149623.70,317.66
149624.70,317.66
149625.70,317.66
149626.70,317.66
149627.70,317.66
149628.70,317.67
149629.70,317.67
149630.70,317.67
149631.70,317.67
149632.70,317.68
149633.70,317.68
149634.70,317.68
149635.70,317.68
149636.70,317.69
149637.70,317.69
149638.70,317.69
149639.70,317.69
149640.70,317.70
149641.70,317.70
149642.70,317.70
149643.70,317.71
149644.70,317.71
149645.70,317.71
149646.70,317.72
149647.70,317.72
149648.70,317.72
149649.70,317.72
149650.70,317.73
149651.70,317.73
149652.70,317.73
149653.70,317.74
149654.70,317.74
149655.70,317.74
149656.70,317.75
149657.70,317.75
149658.70,317.76
149659.70,317.76
149660.70,317.76
149661.70,317.77
149662.70,317.77
149663.70,317.77
149664.70,317.78
149665.70,317.78
149666.70,317.79
149667.70,317.79
149668.70,317.79
149669.70,317.80
149670.70,317.80
149671.70,317.81
149672.70,317.81
149673.70,317.82
149674.70,317.82
149675.70,317.82
149676.70,317.83
149677.70,317.83
149678.70,317.84
149679.70,317.84
149680.70,317.85
149681.70,317.85
149682.70,317.86
149683.70,317.86
149684.70,317.87
149685.70,317.87
149686.70,317.88
149687.70,317.88
149688.70,317.89
149689.70,317.89
149690.70,317.90
149691.70,317.90
149692.70,317.91
