x0,level
167320.00,417.55
167340.00,419.01
167360.00,418.64
167380.00,423.37
167400.00,424.77
167420.00,423.21
167440.00,423.04
167460.00,423.01
167480.00,424.09
167500.00,424.79
167520.00,425.21
167540.00,425.14
167560.00,425.04
167580.00,424.44
167600.00,424.45
167620.00,423.91
167640.00,423.80
167660.00,423.12
167680.00,422.53
167700.00,422.05
167720.00,419.02
167740.00,417.40
167760.00,421.50
167780.00,423.12
167800.00,425.71
167820.00,427.38
167840.00,429.11
167860.00,430.94
167880.00,432.82
167900.00,434.08
167920.00,434.94
167940.00,435.63
167960.00,435.75
167980.00,435.88
168000.00,435.57
168020.00,422.75
168040.00,422.89
168060.00,433.33
168080.00,433.93
168100.00,433.32
168120.00,432.56
168140.00,427.23
168160.00,422.77
168180.00,422.73
168200.00,428.40
168220.00,427.10
168240.00,424.94
168260.00,425.67
168280.00,424.91
168300.00,425.68
168320.00,426.52
168340.00,428.30
168360.00,431.28
168380.00,433.40
168400.00,434.44
168420.00,433.84
168440.00,433.03
168460.00,432.30
168480.00,432.76
168500.00,432.11
168520.00,431.35
168540.00,430.29
168560.00,430.87
168580.00,433.28
168600.00,435.81
168620.00,439.39
168640.00,439.83
168660.00,437.77
168680.00,436.22
168700.00,435.83
168720.00,435.58
168740.00,435.18
168760.00,433.55
168780.00,432.77
168800.00,433.06
168820.00,433.60
168840.00,434.08
168860.00,434.47
168880.00,435.02
168900.00,435.41
168920.00,436.29
168940.00,436.55
168960.00,436.88
168980.00,436.69
169000.00,434.40
169020.00,429.05
169040.00,420.36
169060.00,417.81
169080.00,418.00
169100.00,422.08
169120.00,429.86
169140.00,435.97
169160.00,436.22
169180.00,429.22
169200.00,415.65
169220.00,411.31
169240.00,411.19
169260.00,411.46
169280.00,411.60
169300.00,411.62
169320.00,412.15
169340.00,411.99
169360.00,411.99
169380.00,412.15
169400.00,412.19
169420.00,412.19
169440.00,412.38
169460.00,412.48
169480.00,412.59
169500.00,412.88
169520.00,412.88
169540.00,412.94
169560.00,413.27
169580.00,413.46
169600.00,414.01
169620.00,413.78
169640.00,413.77
169660.00,413.85
169680.00,414.13
169700.00,414.21
169720.00,414.08
169740.00,413.92
169760.00,413.71
169780.00,413.09
169800.00,411.77
169820.00,412.47
169840.00,413.04
169860.00,413.34
169880.00,413.38
169900.00,413.32
169920.00,413.05
169940.00,412.59
169960.00,412.27
169980.00,412.25
170000.00,412.43
170020.00,412.50
170040.00,412.78
170060.00,412.75
170080.00,412.84
170100.00,413.18
170120.00,413.43
170140.00,413.65
170160.00,413.90
170180.00,414.19
170200.00,414.02
170220.00,413.72
170240.00,413.07
170260.00,411.16
170280.00,409.37
170300.00,408.96
170320.00,407.34
170340.00,407.60
170360.00,408.93
170380.00,410.03
170400.00,410.04
170420.00,411.53
170440.00,412.30
170460.00,412.80
170480.00,414.01
170500.00,414.61
170520.00,415.38
170540.00,415.22
170560.00,415.38
170580.00,415.57
170600.00,415.86
170620.00,416.98
170640.00,417.61
170660.00,417.71
170680.00,417.98
170700.00,418.12
170720.00,418.37
170740.00,418.29
170760.00,417.88
170780.00,417.77
170800.00,417.33
170820.00,416.80
170840.00,416.95
170860.00,417.14
170880.00,417.43
170900.00,417.93
170920.00,418.22
170940.00,418.51
170960.00,418.31
170980.00,418.14
171000.00,418.18
171020.00,418.33
171040.00,418.20
171060.00,415.22
171080.00,414.61
171100.00,415.70
171120.00,417.55
171140.00,417.59
171160.00,415.14
171180.00,416.59
171200.00,414.89
171220.00,414.14
171240.00,412.38
171260.00,410.47
171280.00,411.39
171300.00,413.46
171320.00,416.75
171340.00,418.55
171360.00,419.34
171380.00,419.59
171400.00,419.76
171420.00,419.68
171440.00,419.87
171460.00,420.05
171480.00,420.24
171500.00,420.31
171520.00,420.48
171540.00,420.54
171560.00,420.59
171580.00,420.68
171600.00,420.69
171620.00,420.80
171640.00,420.90
171660.00,420.96
171680.00,421.18
171700.00,421.14
171720.00,421.51
171740.00,421.99
171760.00,422.23
171780.00,422.26
171800.00,422.11
171820.00,421.87
171840.00,422.08
171860.00,421.89
171880.00,422.09
171900.00,422.35
171920.00,422.87
171940.00,422.73
171960.00,423.14
171980.00,423.07
172000.00,423.11
172020.00,423.06
172040.00,424.13
172060.00,424.59
172080.00,425.19
172100.00,425.46
172120.00,425.48
172140.00,429.56
172160.00,433.28
172180.00,437.29
172200.00,438.00
172220.00,440.55
172240.00,441.87
172260.00,444.15
172280.00,446.81
172300.00,446.84
172320.00,445.21
172340.00,442.78
172360.00,440.45
172380.00,444.46
172400.00,451.72
172420.00,459.46
172440.00,469.94
172460.00,479.48
172480.00,488.16
172500.00,494.60
172520.00,498.43
172540.00,502.51
172560.00,506.81
172580.00,511.79
172600.00,514.52
172620.00,515.26
172640.00,517.16
172660.00,520.12
172680.00,522.48
172700.00,522.27
172720.00,518.14
172740.00,511.94
172760.00,504.96
172780.00,497.68
172800.00,489.37
172820.00,479.58
172840.00,468.98
172860.00,457.75
172880.00,448.29
172900.00,437.75
172920.00,431.80
172940.00,428.55
172960.00,432.24
172980.00,438.28
173000.00,439.20
173020.00,441.53
173040.00,450.03
173060.00,457.03
173080.00,462.12
173100.00,470.52
173120.00,477.13
173140.00,482.18
173160.00,488.22
173180.00,494.63
173200.00,499.01
173220.00,500.41
173240.00,504.36
173260.00,507.62
173280.00,508.50
173300.00,508.86
173320.00,507.58
173340.00,505.65
173360.00,504.85
173380.00,504.40
173400.00,501.90
173420.00,493.52
173440.00,489.96
173460.00,491.20
173480.00,489.09
173500.00,479.52
173520.00,478.33
173540.00,484.94
173560.00,488.44
173580.00,487.74
173600.00,487.68
173620.00,484.26
173640.00,479.89
173660.00,482.58
173680.00,486.84
173700.00,489.43
173720.00,490.12
173740.00,481.03
173760.00,486.81
173780.00,494.73
173800.00,494.76
173820.00,499.45
173840.00,504.59
173860.00,505.64
173880.00,487.09
173900.00,488.72
173920.00,496.29
173940.00,504.61
173960.00,508.91
173980.00,509.08
174000.00,507.91
174020.00,506.16
174040.00,507.95
174060.00,508.82
174080.00,508.85
174100.00,507.23
174120.00,506.11
174140.00,508.41
174160.00,513.32
174180.00,513.56
174200.00,506.87
174220.00,502.33
174240.00,500.45
174260.00,498.50
174280.00,494.48
174300.00,492.81
174320.00,492.31
174340.00,493.76
174360.00,492.91
174380.00,492.28
174400.00,491.92
174420.00,488.17
174440.00,474.12
174460.00,473.67
174480.00,483.84
174500.00,485.63
174520.00,486.41
174540.00,485.71
174560.00,483.23
174580.00,480.92
174600.00,479.32
174620.00,475.89
174640.00,473.26
174660.00,470.22
174680.00,466.04
174700.00,458.60
174720.00,458.53
174740.00,459.36
174760.00,463.35
174780.00,471.52
174800.00,472.51
174820.00,473.00
174840.00,473.67
174860.00,473.98
174880.00,474.98
174900.00,475.16
174920.00,475.74
174940.00,475.29
174960.00,475.28
174980.00,476.31
175000.00,478.50
175020.00,481.11
175040.00,482.17
175060.00,483.79
175080.00,485.95
175100.00,485.39
175120.00,487.05
175140.00,486.64
175160.00,487.94
175180.00,493.82
175200.00,495.42
175220.00,493.35
175240.00,490.99
175260.00,489.86
175280.00,479.87
175300.00,478.27
175320.00,478.59
175340.00,468.29
175360.00,460.50
175380.00,457.77
175400.00,462.53
175420.00,470.43
175440.00,481.25
175460.00,479.83
175480.00,481.11
175500.00,475.83
175520.00,468.89
175540.00,457.22
175560.00,463.27
175580.00,477.70
175600.00,492.14
175620.00,491.45
175640.00,490.36
175660.00,489.36
175680.00,488.66
175700.00,487.42
175720.00,487.52
175740.00,488.08
175760.00,489.77
175780.00,489.23
175800.00,489.92
175820.00,487.96
175840.00,484.75
175860.00,484.00
175880.00,485.00
175900.00,489.64
175920.00,491.07
175940.00,490.35
175960.00,491.59
175980.00,492.82
176000.00,489.56
176020.00,489.85
176040.00,490.99
176060.00,491.17
176080.00,491.06
176100.00,492.19
176120.00,493.45
176140.00,493.33
176160.00,484.63
176180.00,477.64
176200.00,492.99
176220.00,495.31
176240.00,496.71
176260.00,498.71
176280.00,499.36
176300.00,498.69
176320.00,498.80
176340.00,497.70
176360.00,495.52
176380.00,495.99
176400.00,495.28
176420.00,495.78
176440.00,494.06
176460.00,488.90
176480.00,488.72
176500.00,490.51
176520.00,492.28
176540.00,491.96
176560.00,489.57
176580.00,487.09
176600.00,487.54
176602.69,488.67
176620.00,489.51
176640.00,490.17
176660.00,492.73
176680.00,497.47
176700.00,493.71
176720.00,494.99
176740.00,493.56
176760.00,488.41
176780.00,485.07
176800.00,479.04
176820.00,471.38
176840.00,462.98
176860.00,460.34
176880.00,457.76
176900.00,457.34
176920.00,457.35
176940.00,458.53
176960.00,460.24
176980.00,460.87
177000.00,461.05
177020.00,459.59
177040.00,459.48
177060.00,461.58
177080.00,467.13
177100.00,471.54
177120.00,473.02
177140.00,473.46
177160.00,473.11
177180.00,471.51
177200.00,472.90
177220.00,476.41
177240.00,478.45
177260.00,484.80
177280.00,491.77
177300.00,495.67
177320.00,500.27
177340.00,503.99
177360.00,508.83
177380.00,510.99
177400.00,513.93
177420.00,515.71
177440.00,517.90
177460.00,519.27
177480.00,521.38
177500.00,526.39
177520.00,530.13
177540.00,532.28
177560.00,535.66
177580.00,534.39
177600.00,530.87
177620.00,521.82
177640.00,508.48
177660.00,498.61
177680.00,495.27
177700.00,496.23
177720.00,495.42
177740.00,494.43
177760.00,493.54
177780.00,491.86
177800.00,487.58
177820.00,482.20
177840.00,477.79
177860.00,477.92
177880.00,482.91
177900.00,487.39
177920.00,494.36
177940.00,498.95
177960.00,504.25
177980.00,511.00
178000.00,517.17
178020.00,521.65
178040.00,522.67
178060.00,530.78
178080.00,538.18
178100.00,542.76
178120.00,545.43
178140.00,551.27
178160.00,555.59
178180.00,560.58
178200.00,567.00
178220.00,571.39
178240.00,577.78
178260.00,583.19
178280.00,589.08
178300.00,596.24
178320.00,600.71
178340.00,603.40
178360.00,607.59
178380.00,611.24
178400.00,625.52
178420.00,631.87
178440.00,636.36
178460.00,635.23
178480.00,633.43
178500.00,633.56
178520.00,634.68
178540.00,633.88
178560.00,630.15
178580.00,623.22
178600.00,615.77
178620.00,605.07
178640.00,599.56
178660.00,596.71
178680.00,592.79
